removal_date,temporary,install_date,locked,place_id,common_name,installed,terminal_name
1539846000000,false,1297956480000,false,BikePoints_391,"Clifford Street, Mayfair",true,002688
,false,1297958700000,false,BikePoints_392,"Imperial College, Knightsbridge",true,001220
,false,1298545440000,false,BikePoints_393,"Snow Hill, Farringdon",true,002699
,false,,false,BikePoints_394,"Aberdeen Place, St. John's Wood",true,002698
,false,1298908800000,false,BikePoints_395,"Cadogan Gardens, Chelsea",true,002695
,false,1299075120000,false,BikePoints_396,"Shouldham Street, Marylebone",true,002693
,false,1299075900000,false,BikePoints_397,"Devonshire Terrace, Bayswater",true,001227
,false,1299076440000,false,BikePoints_398,"Holland Park, Kensington",true,010631
,false,1299582900000,false,BikePoints_399,"Brick Lane Market, Shoreditch",true,002687
,false,1299583260000,false,BikePoints_400,"George Street, Marylebone",true,001225
,false,1299592500000,false,BikePoints_401,"Columbia Road, Shoreditch",true,002701
,false,1299592860000,false,BikePoints_402,"Penfold Street, Marylebone",true,010625
,false,1299593640000,false,BikePoints_403,"George Place Mews, Marylebone",true,010630
,false,1299669180000,false,BikePoints_404,"Palace Gate, Kensington Gardens",true,001110
,false,1299669300000,false,BikePoints_405,"Gloucester Road Station, South Kensington",true,001107
,false,,false,BikePoints_408,"Sun Street, Liverpool Street",true,001129
,false,,false,BikePoints_409,"Strata, Elephant & Castle",true,010624
,false,,false,BikePoints_410,"Edgware Road Station, Marylebone",true,001058
,false,,false,BikePoints_411,"Rotherhithe Roundabout, Rotherhithe",true,010629
,false,1302006180000,false,BikePoints_412,"Cleaver Street, Kennington",true,010628
,false,1308735300000,false,BikePoints_419,"Chelsea Bridge, Pimlico",true,022160
,false,1309258380000,false,BikePoints_420,"Southwark Station 1, Southwark",true,022162
,false,1309258440000,false,BikePoints_421,"Southwark Station 2, Southwark",true,022163
,false,1309860240000,false,BikePoints_423,"Eaton Square (South), Belgravia",true,022164
,false,1324551120000,false,BikePoints_424,"Ebury Bridge, Pimlico",true,022159
,false,1310463720000,false,BikePoints_426,"Vincent Street, Pimlico",true,022161
,false,1310725680000,false,BikePoints_427,"Cheapside, Bank",true,022180
,false,1318496100000,false,BikePoints_428,"Exhibition Road, Knightsbridge",true,022179
,false,1384172820000,false,BikePoints_695,"Islington Green, Angel",true,300031
,false,1384180020000,false,BikePoints_696,"Charing Cross Hospital, Hammersmith",true,300018
,false,1384251120000,false,BikePoints_697,"Charlotte Terrace, Angel",true,200129
,false,1384254300000,false,BikePoints_698,"Shoreditch Court, Haggerston",true,200121
,false,1384256040000,false,BikePoints_699,"Belford House, Haggerston",true,200057
,false,1384343280000,false,BikePoints_700,"Battersea Church Road, Battersea",true,200201
,false,1384345080000,false,BikePoints_701,"Vicarage Crescent, Battersea",true,200077
,false,1384345860000,false,BikePoints_702,"Durant Street, Bethnal Green",true,200213
,false,1384357800000,false,BikePoints_703,"St. Bride Street, Holborn",true,200094
,false,1384443480000,false,BikePoints_704,"Mexfield Road, East Putney",true,200063
1539845700000,true,1384453020000,false,BikePoints_705,"Upper Richmond Road, Putney",true,300042
,false,1384420920000,false,BikePoints_706,"Snowsfields, London Bridge",true,200193
,false,1384435680000,false,BikePoints_707,"Barons Court Station, West Kensington",true,200197
,false,1384530180000,false,BikePoints_708,"Disraeli Road, Putney",true,200217
,false,1384510140000,false,BikePoints_709,"Montserrat Road , Putney",true,200205
,false,1384520580000,false,BikePoints_710,"Albert Bridge Road, Battersea Park",true,300045
,false,1384791540000,false,BikePoints_711,"Everington Street, Fulham",true,300028
,false,1384797120000,false,BikePoints_712,"Mile End Stadium, Mile End",true,300056
,false,1384774620000,false,BikePoints_713,"Hawley Crescent, Camden Town",true,200122
,false,1384865400000,false,BikePoints_714,"Stewart's Road, Wandsworth Road",true,300055
,false,1384868460000,false,BikePoints_715,"Aylward Street, Stepney",true,300049
,false,1384952400000,false,BikePoints_717,"Dunston Road , Haggerston",true,300024
,false,1384962840000,false,BikePoints_718,"Ada Street, Hackney Central",true,300040
,false,1384968480000,false,BikePoints_719,"Victoria Park Road, Hackney Central",true,300011
,false,1385025840000,false,BikePoints_720,"Star Road, West Kensington",true,300038
,false,1385028480000,false,BikePoints_721,"Wendon Street, Old Ford",true,300039
,false,1385028600000,false,BikePoints_722,"Finnis Street, Bethnal Green",true,300041
,false,1385035380000,false,BikePoints_723,"Stephendale Road, Sands End",true,300053
,false,1385125380000,false,BikePoints_724,"Alma Road, Wandsworth",true,300046
,false,1563352500000,false,BikePoints_725,"Walworth Square, Walworth",true,300050
,false,1385128740000,false,BikePoints_726,"Alfreda Street, Battersea Park",true,300047
,false,1385132160000,false,BikePoints_727,"Chesilton Road, Fulham",true,300054
,false,1385466780000,false,BikePoints_728,"Putney Bridge Road, East Putney",true,300044
,false,1385391300000,false,BikePoints_729,"St. Peter's Terrace, Fulham",true,300043
,false,1385132580000,false,BikePoints_730,"Bridge Avenue, Hammersmith",true,300082
,false,1385394720000,false,BikePoints_731,"Michael Road, Walham Green",true,300095
,false,1385458020000,false,BikePoints_732,"Duke Street Hill, London Bridge",true,300083
,false,1385460840000,false,BikePoints_733,"Park Lane, Mayfair",true,300093
,false,1385464500000,false,BikePoints_734,"Plough Terrace, Clapham Junction",true,300094
,false,1385383080000,false,BikePoints_735,"Grant Road East, Clapham Junction",true,200120
,false,1385472900000,false,BikePoints_736,"Queensdale Road, Shepherd's Bush",true,300088
,false,1385554620000,false,BikePoints_737,"Fulham Broadway, Walham Green",true,300086
,false,1385563380000,false,BikePoints_738,"Imperial Road, Sands End",true,300087
,false,1385631000000,false,BikePoints_739,"Hortensia Road, West Brompton",true,300091
,false,1385635440000,false,BikePoints_740,"Sirdar Road, Avondale",true,300084
,false,1385640120000,false,BikePoints_741,"Freston Road, Avondale",true,300085
,false,1385649540000,false,BikePoints_742,"Blenheim Crescent, Ladbroke Grove",true,300090
,false,1385723700000,false,BikePoints_743,"Oxford Road, Putney",true,300078
,false,1385729760000,false,BikePoints_744,"Ingrave Street, Clapham Junction",true,300077
,false,1385740020000,false,BikePoints_745,"Upcerne Road, West Chelsea",true,300075
,false,1385985720000,false,BikePoints_746,"Lots Road, West Chelsea",true,300076
,false,1385997240000,false,BikePoints_747,"Ormonde Gate, Chelsea",true,300089
,false,1386159900000,false,BikePoints_748,"Hertford Road, De Beauvoir Town",true,300092
,false,1386172440000,false,BikePoints_749,"Haggerston Road, Haggerston",true,300081
,false,1386240360000,false,BikePoints_750,"Culvert Road, Battersea",true,300080
,false,1386250800000,false,BikePoints_751,"Newton Street, Covent Garden",true,300074
,false,1650364320000,false,BikePoints_752,"London Street, Paddington",true,300079
,false,1389003540000,false,BikePoints_754,"Grenfell Road, Avondale",true,300067
,false,1389008580000,false,BikePoints_755,"The Vale, Chelsea",true,300058
,false,1390223040000,false,BikePoints_756,"Prince of Wales Drive, Battersea Park",true,300073
,false,1389094260000,false,BikePoints_757,"Harcourt Terrace, West Brompton",true,300069
,false,1389178020000,false,BikePoints_758,"Westbourne Park Road, Portobello",true,300057
,false,1389627480000,false,BikePoints_759,"Broadley Terrace, Marylebone",true,300072
,false,1389781800000,false,BikePoints_761,"Humbolt Road, Fulham",true,300068
,false,1392039000000,false,BikePoints_762,"Storey's Gate, Westminster",true,200202
,false,1392043020000,false,BikePoints_763,"Mile End Park Leisure Centre, Mile End",true,300027
,false,1392633480000,false,BikePoints_764,"St. John's Road, Clapham Junction",true,200185
,false,1392986940000,false,BikePoints_765,"Ranelagh Gardens, Fulham",true,300064
,false,1392894840000,false,BikePoints_766,"Ram Street, Wandsworth",true,200079
,false,1393406280000,false,BikePoints_767,"Santos Road, Wandsworth",true,200177
,false,1393494060000,false,BikePoints_768,"Clapham Common North Side, Clapham Common",true,300065
,false,1393939560000,false,BikePoints_769,"Sandilands Road, Walham Green",true,300001
,false,1394099280000,false,BikePoints_770,"Gwendwr Road, West Kensington",true,300097
,false,1394018400000,false,BikePoints_771,"Rifle Place, Avondale",true,300007
,false,1396442100000,false,BikePoints_772,"Binfield Road, Stockwell",true,300015
,false,1396262520000,false,BikePoints_773,"Tallis Street, Temple",true,300096
,false,1396265880000,false,BikePoints_774,"Hurlingham Park, Parsons Green",true,300098
,false,1396270320000,false,BikePoints_775,"Little Brook Green, Brook Green",true,300101
,false,1396273320000,false,BikePoints_776,"Abyssinia Close, Clapham Junction",true,300099
,false,1406282940000,false,BikePoints_777,"Limburg Road, Clapham Junction",true,300100
,false,1279288140000,false,BikePoints_166,"Seville Street, Knightsbridge",true,001177
,false,,false,BikePoints_167,"Eccleston Place, Victoria",true,003465
,false,1279289400000,false,BikePoints_168,"Argyll Road, Kensington",true,003463
,false,1279289760000,false,BikePoints_169,"Porchester Place, Paddington",true,003477
,false,1279290180000,false,BikePoints_170,"Hardwick Street, Clerkenwell",true,001057
,false,1279291200000,false,BikePoints_171,"Collingham Gardens, Earl's Court",true,003459
,false,1279291500000,false,BikePoints_172,"Sumner Place, South Kensington",true,001124
,false,1279292700000,false,BikePoints_173,"Waterloo Road, South Bank",true,001176
,false,1279295940000,false,BikePoints_174,"Strand, Strand",true,001100
,false,1529674980000,false,BikePoints_175,"Worship Street, Shoreditch",true,000997
,false,1279297560000,false,BikePoints_176,"Gloucester Terrace, Bayswater",true,001173
,false,1279297740000,false,BikePoints_177,"Ashley Place, Victoria",true,001122
,false,1279297920000,false,BikePoints_178,"Warwick Square, Pimlico",true,003460
,false,1279298220000,false,BikePoints_180,"North Audley Street, Mayfair",true,001126
,false,1279298460000,false,BikePoints_181,"Belgrave Square, Belgravia",true,003473
,false,1279363140000,false,BikePoints_182,"Bell Street , Marylebone",true,001166
,false,1279364160000,false,BikePoints_183,"Riverlight North, Nine Elms",true,001165
,false,1279364280000,false,BikePoints_184,"Portland Place, Marylebone",true,001164
,false,1279365360000,false,BikePoints_185,"Alderney Street, Pimlico",true,001174
,false,1279365480000,false,BikePoints_186,"South Wharf Road, Paddington",true,001167
,false,1279365720000,false,BikePoints_187,"Queen's Gate (South), South Kensington",true,001172
,false,1279376760000,false,BikePoints_188,"Nutford Place, Marylebone",true,001112
,false,1279377180000,false,BikePoints_189,"Claremont Square, Angel",true,001104
,false,1279381080000,false,BikePoints_190,"Rampayne Street, Pimlico",true,001106
,false,1279383120000,false,BikePoints_191,"Hyde Park Corner, Hyde Park",true,001075
,false,1279383300000,false,BikePoints_192,"Wardour Street, Soho",true,001163
,false,1279392479356,false,BikePoints_193,"Bankside Mix, Bankside",true,000963
,false,1279392479395,false,BikePoints_194,"Hop Exchange, The Borough",true,000960
,false,1279392479432,false,BikePoints_195,"Milroy Walk, South Bank",true,000959
,false,1279392479471,false,BikePoints_196,"Union Street, The Borough",true,000961
,false,1279392479520,false,BikePoints_197,"Stamford Street, South Bank",true,000962
,false,1279441800000,false,BikePoints_199,"Great Tower Street, Monument",true,001080
,false,1279441920000,false,BikePoints_200,"LMU Commercial Road, Whitechapel",true,001105
,false,1279444080000,false,BikePoints_201,"Dorset Square, Marylebone",true,001162
,false,1279444320000,false,BikePoints_202,"Leman Street, Aldgate",true,001102
,false,1279445580000,false,BikePoints_203,"West Smithfield Rotunda, Farringdon",true,001040
,false,1279466640000,false,BikePoints_204,"Margery Street, Clerkenwell",true,003468
,false,1279471380000,false,BikePoints_206,"New Road 1 , Whitechapel",true,001171
,false,1279558140000,false,BikePoints_207,"Grosvenor Crescent, Belgravia",true,001169
,false,1279472580000,false,BikePoints_208,"Mallory Street, Marylebone",true,001175
,false,1279529160000,false,BikePoints_209,"Denyer Street, Knightsbridge",true,003454
,false,1279535160000,false,BikePoints_210,"Hinde Street, Marylebone",true,003476
,false,1279535820000,false,BikePoints_211,"Cadogan Place, Knightsbridge",true,003469
,false,1279536840000,false,BikePoints_212,"Campden Hill Road, Notting Hill",true,003487
,false,1279537020000,false,BikePoints_213,"Wellington Arch, Hyde Park",true,001109
,false,1279537200000,false,BikePoints_214,"Endsleigh Gardens, Euston",true,001079
,false,1279537380000,false,BikePoints_215,"Moorfields, Moorgate",true,001092
,false,1279537920000,false,BikePoints_216,"Old Brompton Road, South Kensington",true,003479
,false,1279538040000,false,BikePoints_217,"Wormwood Street, Liverpool Street",true,002587
,false,1279543740000,false,BikePoints_218,"St. Luke's Church, Chelsea",true,003486
,false,1279545900000,false,BikePoints_219,"Bramham Gardens, Earl's Court",true,001183
,false,1279546320000,false,BikePoints_220,"Chelsea Green, Chelsea",true,001179
,false,1279552200000,false,BikePoints_221,"Horseferry Road, Westminster",true,001170
,false,1279614120000,false,BikePoints_222,"Knightsbridge, Hyde Park",true,001101
,false,1279614420000,false,BikePoints_223,"Rodney Road , Walworth",true,003481
,false,1279615020000,false,BikePoints_224,"Queensway, Kensington Gardens",true,001150
,false,1279616280000,false,BikePoints_225,"Notting Hill Gate Station, Notting Hill",true,001182
,false,1279616520000,false,BikePoints_226,"Charles II Street, West End",true,003488
,false,1279616700000,false,BikePoints_227,"Great Percy Street, Clerkenwell",true,003470
,false,1279616880000,false,BikePoints_228,"St. James's Square, St. James's",true,001067
,false,1279617780000,false,BikePoints_229,"Whitehall Place, Strand",true,001151
,false,1279618020000,false,BikePoints_230,"Poured Lines, Bankside",true,001144
,false,1279622820000,false,BikePoints_231,"Queen's Gate (Central), South Kensington",true,001089
,false,1279623240000,false,BikePoints_232,"Carey Street, Holborn",true,001139
,false,1279624260000,false,BikePoints_233,"Pall Mall East, West End",true,001153
,false,1279624680000,false,BikePoints_234,"Liverpool Road (N1 Centre), Angel",true,001081
,false,1279625640000,false,BikePoints_235,"Kennington Road  , Vauxhall",true,001154
,false,1279625940000,false,BikePoints_236,"Fashion Street, Whitechapel",true,003483
,false,1279799040000,false,BikePoints_237,"Dock Street, Wapping",true,003467
,false,1279627920000,false,BikePoints_238,"Frampton Street, Paddington",true,001099
,false,1279628160000,false,BikePoints_239,"Warren Street Station, Euston",true,001090
,false,1279628640000,false,BikePoints_242,"Beaumont Street, Marylebone",true,003482
,false,1279628940000,false,BikePoints_243,"Gloucester Street, Pimlico",true,001103
,false,1279629240000,false,BikePoints_244,"Earnshaw Street , Covent Garden",true,001145
,false,1279629660000,false,BikePoints_245,"Grosvenor Road, Pimlico",true,001140
,false,1279639740000,false,BikePoints_246,"Berry Street, Clerkenwell",true,001159
,false,1279639920000,false,BikePoints_247,"St. John's Wood Church, The Regent's Park",true,001091
,false,1279640160000,false,BikePoints_248,"Triangle Car Park, Hyde Park",true,001088
,false,1279640400000,false,BikePoints_249,"Harper Road, The Borough",true,001137
,false,1279641000000,false,BikePoints_250,"Royal Avenue 1, Chelsea",true,003440
,false,,false,BikePoints_518,"Antill Road, Mile End",true,200041
,false,,false,BikePoints_519,"Teviot Street, Poplar",true,200254
,false,,false,BikePoints_520,"Bancroft Road, Bethnal Green",true,200234
,false,,false,BikePoints_521,"Driffield Road, Old Ford",true,200030
,false,,false,BikePoints_522,"Clinton Road, Mile End",true,200161
,false,,false,BikePoints_523,"Langdon Park, Poplar",true,200160
,false,1328515080000,false,BikePoints_524,"Lancaster Gate , Bayswater",true,200017
,false,1643301180000,false,BikePoints_525,"Blythe Road, Olympia",true,200153
,false,,false,BikePoints_526,"Lancaster Drive, Blackwall",true,200143
,false,1328777280000,false,BikePoints_527,"Hansard Mews, Holland Park",true,200154
,false,1328777880000,false,BikePoints_528,"Clarges Street, Mayfair",true,200088
,false,,false,BikePoints_529,"Manresa Road, Chelsea",true,200010
,false,,false,BikePoints_530,"Newby Place, Poplar",true,200146
,false,1328778840000,false,BikePoints_531,"Twig Folly Bridge, Mile End",true,200167
,false,1328886360000,false,BikePoints_532,"Jubilee Plaza, Canary Wharf",true,200163
,false,,false,BikePoints_533,"Wellington Row, Bethnal Green",true,200165
,false,,false,BikePoints_534,"Goldsmith's Row, Haggerston",true,200159
,false,,false,BikePoints_535,"Gloucester Avenue, Camden Town",true,200145
,false,,false,BikePoints_536,"Queensbridge Road, Haggerston",true,200024
,false,1330352880000,false,BikePoints_537,"Old Montague Street, Whitechapel",true,200239
,false,,false,BikePoints_538,"Naval Row, Blackwall",true,200050
,false,,false,BikePoints_539,"Hoxton Station, Hoxton",true,200151
,false,,false,BikePoints_540,"Albany Street, The Regent's Park",true,200134
,false,,false,BikePoints_541,"Green Park Station, Mayfair",true,200096
,false,,false,BikePoints_542,"Salmon Lane, Limehouse",true,200147
,false,,false,BikePoints_543,"Lansdowne Walk, Ladbroke Grove",true,200065
,false,,false,BikePoints_544,"Percival Street, Finsbury",true,200051
,false,,false,BikePoints_545,"Arlington Road, Camden Town",true,200070
,false,,false,BikePoints_546,"New Fetter Lane, Holborn",true,200044
,false,,false,BikePoints_547,"East India DLR, Blackwall",true,200127
,false,,false,BikePoints_548,"Westminster Bridge Road, Elephant & Castle",true,200076
,false,,false,BikePoints_549,"Gaywood  Street, Elephant & Castle",true,200132
,false,,false,BikePoints_550,"Harford Street, Mile End",true,200102
,false,1330071720000,false,BikePoints_551,"Import Dock, Canary Wharf",true,200066
,false,,false,BikePoints_552,"Watney Street, Shadwell",true,200149
,false,,false,BikePoints_553,"Regent's Row , Haggerston",true,200064
,false,,false,BikePoints_554,"Aberfeldy Street, Poplar",true,200078
,false,,false,BikePoints_556,"Heron Quays DLR, Canary Wharf",true,200138
,false,,false,BikePoints_557,"King Edward Street, St Pauls",true,200203
,false,1399635120000,false,BikePoints_558,"Page Street, Westminster",true,200048
,false,,false,BikePoints_559,"Abbotsbury Road, Holland Park",true,200111
,false,,false,BikePoints_560,"Ladbroke Grove Central, Ladbroke Grove",true,200015
,false,1330503540000,false,BikePoints_561,"Rectory Square, Stepney",true,200037
,false,1330503420000,false,BikePoints_562,"Bury Place, Holborn",true,200074
,false,,false,BikePoints_563,"Preston's Road, Cubitt Town",true,200232
,false,,false,BikePoints_564,"Somerset House, Strand",true,200068
,false,,false,BikePoints_565,"Selby Street, Whitechapel",true,200135
,false,1330937940000,false,BikePoints_566,"Westfield Ariel Way, White City",true,200141
,false,,false,BikePoints_568,"Bishop's Bridge Road West, Bayswater",true,200110
,false,,false,BikePoints_569,"Pitfield Street Central, Hoxton",true,200248
,false,1330773180000,false,BikePoints_570,"Upper Bank Street, Canary Wharf",true,200099
,false,1330620180000,false,BikePoints_571,"Westfield Southern Terrace ,Shepherd's Bush",true,200061
,false,,false,BikePoints_572,"Greenland Road, Camden Town",true,200026
,false,1331796060000,false,BikePoints_573,"Limerston Street, West Chelsea",true,200001
,false,1333618560000,false,BikePoints_574,"Eagle Wharf Road, Hoxton",true,200246
,false,,false,BikePoints_576,"Alpha Grove, Millwall",true,200109
,false,,false,BikePoints_577,"Globe Town Market, Bethnal Green",true,200247
,false,1330444680000,false,BikePoints_578,"Hollybush Gardens, Bethnal Green",true,200244
,false,,false,BikePoints_579,"Queen Street 2, Bank",true,200128
,false,1392208500000,false,BikePoints_580,"Doddington Grove, Kennington",true,200084
,false,1331883540000,false,BikePoints_581,"New Cavendish Street, Marylebone",true,200005
,false,,false,BikePoints_583,"Abingdon Green, Westminster",true,200231
,false,,false,BikePoints_584,"Ilchester Gardens, Bayswater",true,200086
,false,1331797200000,false,BikePoints_586,"Mudchute DLR, Cubitt Town",true,200092
,false,1332406320000,false,BikePoints_587,"Monument Street, Monument",true,200101
,false,1330937820000,false,BikePoints_588,"Hoxton Street, Hoxton",true,200071
,false,,false,BikePoints_589,"Drayton Gardens, West Chelsea",true,200060
,false,,false,BikePoints_590,"Greenberry Street, St.John's Wood",true,200236
,false,,false,BikePoints_592,"Bishop's Bridge Road East, Bayswater",true,200108
,false,,false,BikePoints_593,"Northdown Street, King's Cross",true,200058
,false,1331710680000,false,BikePoints_594,"Kingsway Southbound, Strand",true,200226
,false,,false,BikePoints_595,"Hammersmith Road, Hammersmith",true,200142
,false,,false,BikePoints_596,"Parson's Green , Parson's Green",true,200237
,false,,false,BikePoints_597,"Fulham Park Road, Fulham",true,200229
,false,1501544700000,false,BikePoints_598,"Southerton Road, Hammersmith",true,200166
,false,,false,BikePoints_599,"Manbre Road, Hammersmith",true,200235
,false,,false,BikePoints_600,"South Lambeth Road, Vauxhall",true,200133
,false,,false,BikePoints_601,"BBC White City, White City",true,200136
,false,,false,BikePoints_602,"Union Grove, Wandsworth Road",true,200211
,false,,false,BikePoints_603,"Caldwell Street, Stockwell",true,200137
,false,,false,BikePoints_604,"St Martins Close, Camden Town",true,200195
,false,,false,BikePoints_605,"Seymour Place, Marylebone",true,200198
,false,,false,BikePoints_606,"Addison Road, Holland Park",true,200218
,false,,false,BikePoints_607,"Putney Bridge Station, Fulham",true,200125
,false,,false,BikePoints_608,"Colet Gardens, Hammersmith",true,200224
,false,1380109980000,false,BikePoints_609,"Sugden Road, Clapham",true,200208
,false,1380113460000,false,BikePoints_610,"Danvers Street, West Chelsea",true,200222
,false,1380203940000,false,BikePoints_611,"Princedale Road , Holland Park",true,200067
,false,1279700160000,false,BikePoints_251,"Brushfield Street, Liverpool Street",true,001161
,false,1279700640000,false,BikePoints_252,"Jubilee Gardens, South Bank",true,001111
,false,1279700820000,false,BikePoints_253,"Shoreditch Park, Hoxton",true,001051
,false,1279700940000,false,BikePoints_254,"Chadwell Street, Angel",true,003471
,false,1279702560000,false,BikePoints_255,"Clifton Road, Maida Vale",true,001147
,false,1279708020000,false,BikePoints_256,"Houghton Street, Strand",true,003484
,false,1279708140000,false,BikePoints_257,"Westminster University, Marylebone",true,001194
,false,1279708380000,false,BikePoints_258,"Kensington Gore, Knightsbridge",true,001193
,false,1279709100000,false,BikePoints_259,"Bourne Street, Belgravia",true,001180
,false,1279711020000,false,BikePoints_260,"Broadwick Street, Soho",true,003489
,false,1279711200000,false,BikePoints_261,"Princes Square, Bayswater",true,003491
,false,1279711620000,false,BikePoints_262,"LSBU (Borough Road), Elephant & Castle",true,001095
,false,1279712160000,false,BikePoints_263,"St. Mary Axe, Aldgate",true,001184
,false,1279712520000,false,BikePoints_264,"Tysoe Street, Clerkenwell",true,001146
,false,1279714320000,false,BikePoints_265,"Southwick Street, Paddington",true,003490
,false,1279714560000,false,BikePoints_266,"Queen's Gate (North), Kensington",true,001204
,false,1279714740000,false,BikePoints_267,"Regency Street, Westminster",true,001155
,false,1279714920000,false,BikePoints_268,"Belgrave Road, Victoria",true,001087
,false,1279715100000,false,BikePoints_269,"Empire Square, The Borough",true,001209
,false,1279720380000,false,BikePoints_270,"Kennington Lane Rail Bridge, Vauxhall",true,001190
,false,1279720920000,false,BikePoints_271,"London Zoo,  The Regent's Park",true,001136
,false,1279721220000,false,BikePoints_272,"Baylis Road, Waterloo",true,001133
,false,1279721400000,false,BikePoints_273,"Belvedere Road 1, South Bank",true,001186
,false,1279721580000,false,BikePoints_274,"Warwick Road, Olympia",true,001134
,false,1279721880000,false,BikePoints_275,"Barbican Centre, Barbican",true,001191
,false,1279723200000,false,BikePoints_276,"Lower Thames Street, Monument",true,001098
,false,1279723320000,false,BikePoints_277,"Kensington Church Street, Kensington",true,001143
,false,1279723500000,false,BikePoints_278,"Tooley Street, Bermondsey",true,001142
,false,1279723740000,false,BikePoints_279,"North Wharf Road, Paddington",true,001108
,false,1279726440000,false,BikePoints_280,"Royal Avenue 2, Chelsea",true,003462
,false,1279726620000,false,BikePoints_281,"Smith Square, Westminster",true,003480
,false,1279726980000,false,BikePoints_282,"Royal London Hospital, Whitechapel",true,001077
,false,1279727220000,false,BikePoints_283,"Kingsway, Covent Garden",true,001141
,false,1279727580000,false,BikePoints_284,"Lambeth North Station, Waterloo",true,001117
,false,1279727880000,false,BikePoints_286,"St. John's Wood Road, St. John's Wood",true,001187
,false,1279728060000,false,BikePoints_287,"Bedford Way, Bloomsbury",true,001156
,false,1279793820000,false,BikePoints_288,"Elizabeth Bridge, Victoria",true,001138
,false,1279794060000,false,BikePoints_289,"South Audley Street, Mayfair",true,003493
,false,1279795140000,false,BikePoints_290,"St Mary's Hospital, Paddington",true,003496
,false,1279800420000,false,BikePoints_291,"Claverton Street, Pimlico",true,001135
,false,1279800600000,false,BikePoints_292,"Montpelier Street, Knightsbridge",true,001206
,false,1279800780000,false,BikePoints_293,"Kensington Olympia Station, Olympia",true,001214
,false,1279800900000,false,BikePoints_294,"St. George's Square, Pimlico",true,001195
,false,1279801080000,false,BikePoints_295,"Swan Street, The Borough",true,001216
,false,1377258960000,false,BikePoints_296,"Knaresborough Place, Earl's Court",true,200069
,false,1279801560000,false,BikePoints_297,"Geraldine Street, Elephant & Castle",true,003498
,false,1279805640000,false,BikePoints_298,"Curlew Street, Shad Thames",true,001213
,false,1279808160000,false,BikePoints_299,"Vincent Square, Westminster",true,001196
,false,1279808700000,false,BikePoints_300,"Serpentine Car Park, Hyde Park",true,001217
,false,1279809000000,false,BikePoints_301,"Marylebone Lane, Marylebone",true,001152
,false,1279812360000,false,BikePoints_302,"Putney Pier, Wandsworth",true,003492
,false,1279812720000,false,BikePoints_303,"Albert Gate, Hyde Park",true,001132
,false,1279816260000,false,BikePoints_306,"Rathbone Street, Fitzrovia",true,003497
,false,1279816500000,false,BikePoints_307,"Black Lion Gate, Kensington Gardens",true,001157
,false,1279816740000,false,BikePoints_308,"Long Lane , Bermondsey",true,001189
,false,1279875060000,false,BikePoints_309,"Embankment (Savoy), Strand",true,001192
,false,1279879560000,false,BikePoints_310,"Black Prince Road, Vauxhall",true,001205
,false,1279880100000,false,BikePoints_311,"Foley Street, Fitzrovia",true,003494
,false,1279880340000,false,BikePoints_312,"Grove End Road, St. John's Wood",true,001130
,false,1279880520000,false,BikePoints_313,"Wells Street, Fitzrovia",true,003495
,false,1279884480000,false,BikePoints_314,"Tyers Gate, Bermondsey",true,003485
,false,1279884660000,false,BikePoints_315,"The Tennis Courts, The Regent's Park",true,001199
1539845760000,false,1279884840000,false,BikePoints_316,"Warwick Row, Westminster",true,000968
,false,1279885080000,false,BikePoints_317,"Dickens Square, Borough",true,001208
,false,1279885320000,false,BikePoints_318,"Sackville Street, Mayfair",true,001197
,false,1279890360000,false,BikePoints_319,"Baldwin Street, St. Luke's",true,003500
,false,1279890840000,false,BikePoints_320,"Queen Mother Sports Centre, Victoria",true,001148
,false,1279891020000,false,BikePoints_321,"Bermondsey Street, Bermondsey",true,002637
,false,1279891920000,false,BikePoints_322,"Palissy Street, Shoreditch",true,003502
,false,1279892040000,false,BikePoints_323,"Clifton Street, Shoreditch",true,003501
,false,1279894920000,false,BikePoints_324,"Ontario Street, Elephant & Castle",true,001200
,false,1279896660000,false,BikePoints_325,"St. Martin's Street, West End",true,001158
,false,1279896840000,false,BikePoints_326,"Graham Street, Angel",true,001131
,false,1280133420000,false,BikePoints_327,"New North Road 1, Hoxton",true,001128
,false,1280133540000,false,BikePoints_328,"New North Road 2, Hoxton",true,002641
,false,1280133720000,false,BikePoints_329,"Prince Albert Road, The Regent's Park",true,002636
,false,1280141280000,false,BikePoints_330,"Eastbourne Mews, Paddington",true,001203
,false,1280141460000,false,BikePoints_331,"Bunhill Row, Moorgate",true,001211
,false,1280142360000,false,BikePoints_332,"Nevern Place, Earl's Court",true,001210
,false,1280142540000,false,BikePoints_333,"Palace Gardens Terrace, Notting Hill",true,002633
,false,1380294600000,false,BikePoints_612,"Wandsworth Rd, Isley Court, Wandsworth Road",true,200175
,false,1380211860000,false,BikePoints_613,"Woodstock Grove, Shepherd's Bush",true,200214
,false,1380795000000,false,BikePoints_614,"London Fields, Hackney Central",true,200025
,false,1380288900000,false,BikePoints_615,"Finlay Street, Fulham",true,200029
,false,,false,BikePoints_616,"Aintree Street, Fulham",true,200098
,false,1380531540000,false,BikePoints_617,"Elysium Place, Fulham",true,200028
,false,1380546540000,false,BikePoints_618,"Eel Brook Common, Walham Green",true,300003
,false,1380552360000,false,BikePoints_619,"Irene Road, Parsons Green",true,300012
